SUCEPTIBLE,EXPOSED,RECOVERED,INFECTED
996,3,1,0
997,3,0,0
997,3,0,0
996,3,0,1
995,4,0,1
995,4,1,0
995,4,1,0
995,3,1,1
994,4,2,0
995,4,1,0
995,4,1,0
995,4,1,0
995,4,1,0
996,4,0,0
996,4,0,0
994,5,0,1
991,7,0,2
989,6,0,5
985,10,2,3
984,10,4,2
983,11,4,2
983,12,3,2
981,14,3,2
980,15,3,2
980,14,4,2
977,17,5,1
973,18,4,5
962,26,5,7
959,23,7,11
952,29,11,8
949,32,10,9
948,30,11,11
945,32,16,7
943,34,15,8
939,36,17,8
941,33,17,9
935,36,15,14
932,40,17,11
930,42,16,12
925,44,19,12
920,49,18,13
916,54,17,13
914,52,18,16
908,55,22,15
904,54,26,16
899,62,24,15
894,64,29,13
887,65,33,15
884,70,29,17
873,77,33,17
869,83,28,20
861,86,28,25
852,89,30,29
850,92,33,25
841,94,37,28
837,99,38,26
836,105,37,22
833,109,39,19
826,113,40,21
816,116,39,29
815,120,40,25
811,115,40,34
807,112,44,37
809,111,44,36
791,121,49,39
794,120,53,33
790,127,51,32
776,138,55,31
765,144,58,33
751,153,59,37
754,144,57,45
739,152,68,41
735,150,60,55
722,158,61,59
721,156,69,54
719,160,69,52
714,155,74,57
706,163,80,51
699,169,78,54
701,169,82,48
688,177,82,53
688,178,79,55
685,180,80,55
682,179,84,55
672,178,88,62
671,185,85,59
670,189,82,59
670,191,82,57
659,198,86,57
650,201,85,64
649,214,84,53
647,216,85,52
644,220,80,56
637,217,78,68
631,237,79,53
625,241,74,60
615,245,78,62
612,242,80,66
612,232,77,79
598,238,83,81
590,246,95,69
582,240,112,66
586,239,111,64
578,253,104,65
583,242,104,71
577,241,120,62
582,242,114,62
588,231,105,76
575,248,101,76
563,252,105,80
560,255,109,76
542,268,109,81
540,283,102,75
529,287,104,80
517,279,114,90
514,292,112,82
513,283,124,80
504,287,134,75
518,282,132,68
520,280,122,78
522,274,123,81
514,282,119,85
495,288,123,94
490,284,116,110
485,282,112,121
474,297,128,101
471,297,119,113
464,295,130,111
454,304,129,113
446,307,136,111
441,312,146,101
433,316,137,114
428,327,135,110
416,332,145,107
393,343,154,110
379,358,159,104
369,356,169,106
373,345,163,119
371,333,169,127
366,339,168,127
360,341,180,119
355,341,186,118
337,360,194,109
350,345,191,114
350,345,196,109
358,342,195,105
364,340,182,114
349,346,186,119
356,350,183,111
361,349,189,101
374,346,185,95
374,337,188,101
359,343,191,107
371,340,187,102
367,341,175,117
347,342,193,118
345,337,195,123
343,342,189,126
351,349,182,118
342,355,182,121
333,358,183,126
336,367,183,114
339,369,178,114
340,373,177,110
333,370,187,110
345,368,175,112
322,380,176,122
322,390,167,121
322,389,167,122
305,399,184,112
322,396,167,115
318,391,151,140
296,401,162,141
271,416,171,142
269,415,178,138
273,408,178,141
258,422,181,139
262,409,182,147
263,409,199,129
265,416,183,136
255,428,178,139
246,425,186,143
240,411,196,153
243,403,199,155
252,395,221,132
272,376,217,135
288,374,213,125
291,385,207,117
292,382,203,123
296,394,196,114
297,393,197,113
300,388,197,115
312,388,183,117
304,396,194,106
317,385,191,107
325,370,183,122
330,380,172,118
321,381,184,114
297,403,191,109
294,403,191,112
290,404,191,115
293,400,186,121
276,409,193,122
277,405,191,127
277,396,195,132
279,392,192,137
272,388,203,137
278,388,206,128
266,391,226,117
280,396,212,112
279,399,214,108
291,394,204,111
286,394,198,122
283,401,190,126
273,414,195,118
281,401,194,124
274,394,185,147
275,397,187,141
263,410,187,140
267,411,191,131
261,408,183,148
257,413,191,139
265,408,186,141
257,417,181,145
240,421,198,141
251,401,207,141
251,380,216,153
243,378,221,158
239,394,227,140
250,389,207,154
239,404,220,137
248,391,206,155
233,395,223,149
243,393,209,155
239,393,213,155
242,401,215,142
248,389,226,137
252,383,235,130
255,381,217,147
249,388,210,153
267,384,207,142
270,378,212,140
263,383,211,143
285,370,216,129
292,379,205,124
302,368,205,125
299,375,204,122
298,380,200,122
281,397,205,117
295,385,196,124
296,375,197,132
283,384,206,127
276,392,204,128
266,392,201,141
275,387,199,139
276,385,203,136
281,372,205,142
280,376,203,141
273,373,213,141
281,380,207,132
289,384,198,129
276,387,209,128
281,373,215,131
274,375,215,136
300,365,212,123
310,370,206,114
312,365,204,119
322,368,199,111
326,376,198,100
321,372,193,114
322,384,186,108
305,388,182,125
292,396,181,131
296,389,178,137
290,380,184,146
282,377,200,141
287,378,206,129
300,375,201,124
292,387,192,129
292,381,177,150
268,382,182,168
256,395,199,150
259,392,197,152
264,388,203,145
265,396,202,137
263,392,209,136
275,390,194,141
276,385,192,147
274,383,200,143
258,399,209,134
256,405,211,128
280,375,202,143
283,384,208,125
304,373,199,124
303,372,193,132
299,375,201,125
312,361,183,144
307,370,185,138
300,378,181,141
287,370,202,141
265,375,217,143
263,378,224,135
259,380,240,121
286,368,225,121
279,379,227,115
273,392,212,123
278,393,204,125
284,397,194,125
272,402,194,132
274,394,192,140
272,392,200,136
264,405,207,124
273,404,210,113
266,410,204,120
270,413,199,118
274,411,187,128
292,383,189,136
300,373,185,142
296,366,196,142
293,368,190,149
288,372,198,142
273,387,206,134
277,388,207,128
284,385,204,127
274,398,197,131
283,392,190,135
292,394,189,125
293,391,185,131
282,394,202,122
277,399,197,127
282,387,196,135
273,392,201,134
261,398,203,138
260,396,194,150
268,391,191,150
277,390,203,130
267,406,197,130
272,406,203,119
281,395,192,132
282,387,199,132
281,390,205,124
282,391,200,127
263,412,202,123
258,407,209,126
253,408,217,122
266,397,211,126
272,392,208,128
278,394,202,126
275,397,202,126
276,403,185,136
266,411,205,118
267,412,204,117
261,412,211,116
264,407,206,123
288,386,198,128
282,389,197,132
302,373,189,136
258,394,210,138
288,378,196,138
280,381,204,135
280,373,193,154
289,376,187,148
290,388,197,125
283,390,194,133
290,389,196,125
281,405,195,119
283,399,192,126
281,409,194,116
281,416,190,113
289,411,185,115
294,403,168,135
279,416,173,132
283,417,159,141
285,401,176,138
281,405,189,125
281,415,179,125
274,406,178,142
272,409,192,127
269,409,186,136
274,395,183,148
253,394,201,152
254,388,214,144
263,387,189,161
260,382,201,157
244,399,203,154
234,394,214,158
249,382,227,142
249,388,221,142
263,377,220,140
256,382,230,132
262,378,247,113
266,379,239,116
278,378,224,120
288,375,215,122
291,384,203,122
291,388,203,118
290,396,203,111
298,395,200,107
298,395,195,112
295,401,190,114
310,391,185,114
303,402,188,107
285,397,200,118
283,410,203,104
280,400,196,124
282,398,189,131
267,401,207,125
280,393,204,123
268,406,211,115
289,385,208,118
292,379,208,121
282,368,209,141
260,381,210,149
258,389,211,142
271,385,198,146
268,394,192,146
263,384,206,147
265,395,215,125
269,392,204,135
268,388,205,139
265,400,214,121
266,392,212,130
273,389,204,134
281,384,193,142
269,386,209,136
272,388,216,124
281,381,207,131
269,391,207,133
263,382,204,151
257,396,205,142
262,405,196,137
262,419,189,130
250,422,180,148
236,427,183,154
226,424,190,160
221,424,196,159
224,417,200,159
232,415,195,158
231,404,207,158
218,402,218,162
233,389,233,145
238,391,228,143
268,385,222,125
270,396,204,130
263,404,199,134
261,408,201,130
258,411,196,135
262,407,190,141
265,398,193,144
260,403,192,145
254,403,201,142
244,401,215,140
240,400,229,131
264,397,213,126
273,386,206,135
260,403,209,128
273,406,208,113
288,395,200,117
283,401,201,115
293,391,202,114
295,382,197,126
289,394,199,118
287,387,208,118
285,389,204,122
271,410,196,123
287,391,196,126
289,385,196,130
286,381,191,142
284,382,196,138
281,392,200,127
272,398,204,126
272,393,200,135
259,389,205,147
253,391,213,143
277,391,202,130
273,382,197,148
266,397,199,138
273,391,201,135
282,383,200,135
264,396,217,123
264,395,222,119
276,387,210,127
287,385,199,129
283,386,195,136
274,386,200,140
272,393,203,132
263,397,204,136
256,400,207,137
261,401,209,129
279,406,195,120
291,402,196,111
285,409,196,110
278,402,209,111
270,411,218,101
300,395,199,106
311,395,182,112
308,391,179,122
312,389,169,130
299,383,175,143
301,378,180,141
306,379,173,142
299,372,175,154
295,369,192,144
290,374,204,132
284,378,214,124
288,377,204,131
284,370,216,130
286,371,207,136
266,393,208,133
267,395,207,131
291,375,190,144
280,380,202,138
278,387,207,128
285,374,207,134
286,373,205,136
295,368,207,130
301,367,208,124
280,381,202,137
290,380,202,128
277,392,209,122
291,380,203,126
286,380,200,134
302,375,195,128
307,373,193,127
300,380,190,130
304,375,176,145
296,386,183,135
297,389,189,125
286,394,183,137
275,402,195,128
268,395,198,139
270,391,190,149
280,393,190,137
284,391,193,132
276,390,208,126
288,389,200,123
271,403,199,127
264,414,194,128
283,407,172,138
270,413,192,125
276,393,192,139
277,392,206,125
280,388,211,121
284,379,209,128
296,382,189,133
283,405,186,126
288,408,184,120
287,418,179,116
292,410,171,127
294,406,175,125
293,413,178,116
277,410,187,126
283,405,179,133
271,405,193,131
281,408,185,126
279,402,186,133
269,405,196,130
273,396,190,141
267,392,200,141
264,403,197,136
266,398,192,144
271,389,200,140
281,394,196,129
280,393,201,126
282,383,202,133
271,386,205,138
264,390,218,128
274,386,215,125
289,367,206,138
294,368,193,145
299,374,182,145
277,386,191,146
267,375,210,148
273,386,191,150
280,390,200,130
278,388,203,131
287,376,201,136
273,389,210,128
273,400,200,127
289,402,191,118
295,394,186,125
281,408,202,109
292,391,194,123
280,412,181,127
291,398,167,144
298,398,172,132
291,407,186,116
299,408,189,104
300,401,188,111
309,404,175,112
290,402,181,127
294,404,174,128
279,407,194,120
284,406,187,123
295,392,187,126
279,401,190,130
271,405,191,133
272,397,182,149
258,390,195,157
265,383,201,151
250,388,212,150
241,387,219,153
228,402,229,141
241,400,215,144
257,395,214,134
265,380,217,138
257,389,219,135
263,379,215,143
254,392,225,129
280,377,215,128
276,375,223,126
289,380,212,119
282,384,201,133
274,379,205,142
283,379,206,132
286,375,213,126
310,367,197,126
318,362,184,136
323,359,181,137
328,356,181,135
339,363,188,110
333,368,196,103
340,364,185,111
335,366,185,114
326,376,173,125
315,392,170,123
307,388,175,130
299,391,177,133
279,398,173,150
261,411,181,147
263,405,200,132
265,400,205,130
262,399,195,144
250,407,211,132
249,398,217,136
248,398,219,135
246,398,223,133
246,407,218,129
249,398,216,137
257,406,206,131
273,395,199,133
262,408,200,130
260,404,199,137
255,417,196,132
262,416,194,128
259,422,183,136
262,410,195,133
281,397,198,124
292,383,191,134
287,389,193,131
284,394,199,123
287,392,204,117
296,390,198,116
291,391,196,122
284,395,197,124
284,386,196,134
271,398,207,124
261,406,205,128
264,390,210,136
275,387,210,128
280,399,187,134
280,391,192,137
279,385,194,142
281,389,200,130
286,386,189,139
284,384,184,148
271,390,200,139
273,396,193,138
266,394,192,148
256,407,186,151
257,410,191,142
273,407,180,140
274,403,184,139
270,399,197,134
266,406,207,121
274,408,192,126
272,407,185,136
264,414,183,139
271,411,171,147
268,394,191,147
283,384,188,145
289,373,199,139
287,373,214,126
301,382,206,111
297,381,195,127
295,395,185,125
301,379,187,133
297,383,182,138
293,389,192,126
294,378,192,136
307,377,187,129
303,388,192,117
299,388,198,115
300,381,198,121
293,378,191,138
281,393,196,130
274,390,194,142
262,398,199,141
274,388,200,138
274,386,205,135
276,396,191,137
263,395,209,133
273,388,215,124
276,382,209,133
291,371,200,138
290,382,200,128
289,402,190,119
294,405,188,113
284,408,192,116
269,399,201,131
259,407,204,130
271,399,196,134
284,395,190,131
290,391,197,122
277,394,208,121
277,389,205,129
295,381,198,126
281,395,207,117
286,395,199,120
290,386,193,131
295,387,184,134
284,395,187,134
287,385,176,152
273,387,195,145
264,391,205,140
266,386,211,137
269,383,224,124
289,381,225,105
323,375,195,107
324,380,191,105
307,400,180,113
311,400,182,107
306,395,182,117
306,399,195,100
300,401,181,118
306,405,164,125
288,399,178,135
279,396,179,146
255,411,192,142
248,408,199,145
254,405,198,143
253,404,207,136
250,397,212,141
268,392,198,142
264,399,204,133
257,405,210,128
253,409,222,116
269,384,216,131
272,385,217,126
257,392,216,135
259,385,214,142
257,394,211,138
261,380,214,145
262,379,203,156
258,383,212,147
269,376,214,141
277,386,215,122
282,386,206,126
277,385,201,137
280,392,204,124
295,390,200,115
281,400,201,118
282,399,192,127
291,397,188,124
296,400,185,119
293,390,186,131
284,395,180,141
293,389,167,151
282,397,175,146
278,394,188,140
280,387,201,132
273,391,198,138
290,369,194,147
294,370,190,146
295,369,193,143
294,381,185,140
284,389,195,132
282,394,203,121
294,382,183,141
297,384,183,136
293,383,189,135
284,375,203,138
283,382,202,133
289,381,201,129
300,385,189,126
283,381,201,135
296,382,191,131
294,399,176,131
299,391,175,135
297,383,176,144
277,391,190,142
286,390,186,138
279,395,191,135
263,395,186,156
248,404,198,150
238,412,199,151
242,406,203,149
244,404,210,142
240,397,222,141
254,385,226,135
258,391,228,123
273,382,208,137
269,394,201,136
254,399,228,119
268,396,202,134
268,402,196,134
271,395,199,135
264,396,209,131
250,409,214,127
255,412,211,122
272,406,195,127
267,407,187,139
259,404,190,147
264,389,213,134
262,392,217,129
267,390,211,132
264,390,213,133
272,382,211,135
276,380,216,128
282,382,215,121
302,372,193,133
298,376,189,137
309,373,189,129
307,384,188,121
299,386,193,122
284,404,208,104
303,387,205,105
316,379,184,121
311,386,189,114
304,393,188,115
301,396,178,125
290,401,182,127
286,396,178,140
279,396,188,137
261,408,198,133
263,402,213,122
260,395,225,120
253,401,232,114
263,389,218,130
262,400,217,121
269,405,203,123
268,421,189,122
276,412,185,127
272,409,183,136
275,389,192,144
280,398,186,136
289,394,191,126
274,404,203,119
286,389,207,118
277,402,203,118
281,403,190,126
277,403,184,136
268,412,188,132
266,400,201,133
261,401,196,142
258,404,193,145
258,411,197,134
266,403,193,138
278,392,195,135
272,399,195,134
277,391,205,127
278,386,202,134
284,393,190,133
280,392,190,138
281,403,188,128
274,411,190,125
266,400,196,138
275,400,195,130
286,388,199,127
273,410,199,118
279,408,192,121
290,409,175,126
284,412,186,118
284,401,191,124
277,398,200,125
283,390,194,133
274,386,190,150
269,393,189,149
278,386,191,145
278,383,204,135
266,397,202,135
266,406,198,130
276,402,209,113
288,402,195,115
277,418,189,116
278,417,186,119
283,410,174,133
271,407,188,134
269,398,195,138
276,396,188,140
279,394,201,126
286,388,201,125
271,387,212,130
286,390,198,126
283,387,199,131
275,387,208,130
274,384,196,146
277,392,196,135
265,392,202,141
269,391,208,132
276,391,204,129
292,387,192,129
291,393,191,125
280,398,193,129
274,410,195,121
288,396,178,138
281,393,186,140
283,398,177,142
279,405,183,133
272,398,180,150
250,407,194,149
246,416,205,133
265,397,195,143
266,390,201,143
262,386,208,144
270,382,216,132
272,381,207,140
278,382,203,137
276,375,206,143
285,377,191,147
263,386,204,147
269,389,200,142
273,390,194,143
263,395,201,141
253,406,217,124
252,407,216,125
261,404,205,130
262,407,200,131
256,420,203,121
260,416,197,127
261,414,188,137
239,431,195,135
235,426,205,134
246,413,195,146
244,410,199,147
245,405,215,135
233,407,210,150
250,404,202,144
251,398,204,147
253,405,195,147
243,407,203,147
243,400,207,150
244,394,205,157
249,391,203,157
250,381,213,156
246,367,239,148
259,369,237,135
268,364,228,140
263,373,223,141
283,370,214,133
281,378,220,121
289,377,222,112
294,383,216,107
302,383,208,107
302,381,209,108
311,375,210,104
316,381,206,97
307,385,204,104
311,386,194,109
294,405,193,108
298,397,199,106
284,390,196,130
284,398,194,124
290,394,184,132
270,394,196,140
260,391,213,136
281,378,210,131
284,378,221,117
283,387,200,130
278,385,205,132
261,405,197,137
270,403,188,139
262,422,179,137
261,428,189,122
262,422,190,126
267,422,179,132
273,426,181,120
262,423,180,135
259,416,190,135
267,412,196,125
278,396,189,137
271,397,193,139
260,388,205,147
270,383,213,134
279,390,205,126
279,390,202,129
290,387,194,129
277,392,205,126
294,388,187,131
281,404,186,129
268,402,195,135
276,394,199,131
276,394,199,131
301,377,192,130
306,379,189,126
311,379,185,125
302,381,196,121
300,380,193,127
297,377,188,138
303,384,173,140
