SUCEPTIBLE,EXPOSED,RECOVERED,INFECTED
997,2,1,0
998,2,0,0
998,2,0,0
998,1,0,1
998,1,0,1
998,1,1,0
998,1,1,0
998,1,1,0
998,1,1,0
999,1,0,0
999,1,0,0
999,1,0,0
999,1,0,0
999,1,0,0
999,1,0,0
998,1,0,1
998,0,1,1
998,0,1,1
997,1,1,1
997,1,1,1
997,1,2,0
997,1,2,0
997,1,2,0
997,1,2,0
999,1,0,0
999,1,0,0
999,1,0,0
999,1,0,0
999,1,0,0
999,1,0,0
999,0,0,1
998,1,0,1
996,3,0,1
996,3,0,1
996,3,0,1
996,3,1,0
996,3,1,0
996,3,1,0
997,2,0,1
995,4,1,0
995,4,1,0
994,4,1,1
993,5,2,0
992,4,2,2
989,7,2,2
988,8,2,2
986,10,2,2
985,11,3,1
985,11,4,0
985,10,4,1
985,10,3,2
984,12,3,1
985,12,2,1
984,13,2,1
983,12,2,3
981,14,3,2
981,12,3,4
979,14,4,3
979,14,5,2
979,14,3,4
976,16,3,5
973,19,3,5
971,20,3,6
971,21,6,2
971,21,5,3
970,22,6,2
971,22,7,0
974,20,4,2
976,17,4,3
973,19,5,3
970,18,5,7
970,15,9,6
970,17,8,5
970,16,8,6
970,14,9,7
967,16,9,8
969,17,5,9
966,19,5,10
966,18,7,9
965,20,6,9
962,20,6,12
959,20,11,10
958,18,13,11
958,19,10,13
956,26,8,10
956,26,11,7
956,26,12,6
956,25,15,4
954,24,16,6
955,25,14,6
955,25,11,9
956,23,11,10
953,26,9,12
950,27,11,12
951,27,10,12
951,27,13,9
949,28,14,9
945,33,13,9
944,34,9,13
941,30,11,18
938,35,12,15
934,39,11,16
932,39,13,16
932,37,19,12
930,38,18,14
928,41,15,16
922,41,18,19
922,43,21,14
918,44,24,14
926,32,21,21
921,36,26,17
925,36,25,14
927,34,24,15
926,40,20,14
924,44,20,12
925,40,20,15
923,45,23,9
926,49,19,6
932,39,18,11
928,41,15,16
924,42,16,18
921,47,18,14
920,48,16,16
916,47,20,17
911,49,24,16
914,45,26,15
922,45,21,12
924,43,20,13
924,44,23,9
925,45,21,9
927,42,20,11
925,42,23,10
926,41,20,13
923,43,20,14
926,41,20,13
926,40,21,13
925,43,21,11
924,45,15,16
920,46,17,17
917,43,18,22
916,49,20,15
910,52,23,15
912,47,21,20
906,48,22,24
900,55,23,22
901,58,19,22
904,54,19,23
900,55,25,20
899,58,23,20
898,58,23,21
898,51,28,23
900,45,28,27
899,51,27,23
896,50,30,24
894,57,24,25
891,58,27,24
887,60,30,23
885,65,33,17
885,58,34,23
886,61,30,23
886,63,31,20
883,61,35,21
885,56,37,22
891,55,37,17
890,59,36,15
890,58,40,12
892,59,37,12
900,57,32,11
899,60,29,12
899,61,25,15
900,57,27,16
898,52,30,20
897,55,31,17
898,52,33,17
891,58,31,20
892,59,30,19
900,55,24,21
902,55,22,21
896,54,26,24
889,60,28,23
887,60,29,24
882,66,34,18
879,70,37,14
877,72,37,14
879,71,33,17
879,68,30,23
879,65,28,28
875,70,29,26
866,75,28,31
868,77,25,30
869,73,26,32
871,70,34,25
873,73,29,25
872,72,32,24
875,69,30,26
874,70,35,21
878,63,32,27
877,67,27,29
870,69,33,28
865,67,33,35
861,73,37,29
862,73,39,26
855,78,43,24
853,79,42,26
855,81,37,27
857,80,44,19
864,76,39,21
867,79,35,19
867,79,28,26
866,80,31,23
871,84,29,16
874,81,27,18
873,76,29,22
871,73,30,26
870,73,35,22
873,76,28,23
869,79,26,26
867,75,31,27
864,81,31,24
862,75,34,29
857,75,38,30
855,76,41,28
855,80,48,17
858,75,42,25
851,77,47,25
849,84,45,22
851,80,42,27
854,79,43,24
857,74,42,27
857,75,45,23
858,79,41,22
858,83,34,25
857,82,38,23
861,82,30,27
850,88,36,26
844,92,34,30
834,100,37,29
834,101,37,28
833,96,45,26
830,96,46,28
823,97,45,35
820,100,52,28
825,89,51,35
826,90,49,35
823,94,51,32
826,94,54,26
822,93,58,27
834,86,52,28
830,92,51,27
831,88,52,29
838,89,49,24
846,84,39,31
843,84,40,33
837,88,44,31
830,93,50,27
827,89,51,33
826,85,53,36
822,88,57,33
822,95,56,27
824,98,54,24
828,98,53,21
827,92,49,32
829,92,50,29
828,89,54,29
824,93,50,33
814,95,55,36
815,98,54,33
811,101,60,28
814,104,53,29
812,104,51,33
809,104,45,42
808,109,44,39
805,110,44,41
799,117,48,36
806,109,45,40
804,107,43,46
798,109,52,41
797,109,57,37
801,112,50,37
791,113,57,39
787,110,64,39
786,118,62,34
786,114,59,41
782,117,56,45
774,120,55,51
775,118,55,52
772,118,63,47
779,117,63,41
784,115,58,43
780,118,55,47
775,120,60,45
778,123,60,39
782,119,56,43
778,126,55,41
782,117,59,42
781,120,55,44
779,130,51,40
771,134,51,44
759,136,56,49
762,132,52,54
753,132,67,48
751,134,65,50
754,130,70,46
757,133,68,42
763,127,61,49
764,125,58,53
751,136,72,41
753,132,70,45
757,131,69,43
752,133,61,54
746,141,69,44
747,143,62,48
731,152,69,48
733,151,65,51
727,154,70,49
717,156,69,58
717,156,78,49
715,160,80,45
703,160,80,57
712,157,76,55
714,156,81,49
716,157,75,52
714,154,69,63
709,159,74,58
702,164,79,55
708,162,79,51
712,162,70,56
712,160,69,59
702,167,74,57
701,166,74,59
696,166,77,61
688,170,92,50
695,164,90,51
688,169,88,55
693,168,78,61
686,170,86,58
682,175,91,52
689,174,88,49
695,177,81,47
695,167,94,44
703,171,83,43
701,167,81,51
713,168,68,51
702,172,65,61
706,172,64,58
699,178,67,56
698,178,65,59
703,172,70,55
689,175,82,54
687,175,84,54
686,179,79,56
682,184,78,56
680,185,81,54
677,180,85,58
678,179,83,60
681,160,89,70
682,167,84,67
682,161,95,62
685,168,96,51
699,162,95,44
705,170,85,40
714,163,78,45
725,153,70,52
737,150,69,44
732,154,68,46
734,155,68,43
735,154,61,50
726,156,65,53
717,152,71,60
708,155,78,59
697,161,90,52
695,164,87,54
696,165,88,51
698,151,91,60
708,147,92,53
702,156,97,45
717,147,85,51
718,144,76,62
714,149,82,55
715,152,85,48
721,133,85,61
721,138,89,52
720,136,102,42
738,141,83,38
737,138,82,43
740,134,75,51
739,139,74,48
737,143,71,49
730,147,72,51
732,147,72,49
731,146,76,47
738,143,69,50
737,137,68,58
725,147,73,55
720,152,72,56
714,151,79,56
714,148,78,60
723,151,72,54
722,154,73,51
726,153,75,46
727,158,72,43
724,161,70,45
711,172,68,49
721,171,64,44
721,163,63,53
720,151,62,67
701,173,62,64
703,172,58,67
698,169,73,60
695,166,72,67
690,166,77,67
689,161,82,68
686,163,76,75
676,171,84,69
670,174,90,66
676,173,83,68
668,171,98,63
668,163,94,75
668,160,106,66
672,161,108,59
678,157,108,57
679,156,106,59
693,147,98,62
700,150,81,69
697,159,81,63
695,164,77,64
693,171,84,52
689,179,76,56
702,172,71,55
698,179,73,50
691,179,80,50
680,183,83,54
668,186,87,59
668,182,91,59
661,186,93,60
650,196,94,60
652,195,90,63
657,185,101,57
651,188,105,56
659,184,111,46
656,188,109,47
662,184,103,51
684,171,94,51
672,184,95,49
680,179,89,52
685,179,80,56
684,180,80,56
684,175,79,62
676,185,79,60
685,181,76,58
687,173,78,62
680,179,85,56
691,170,88,51
681,180,87,52
677,179,85,59
677,175,86,62
674,175,90,61
673,175,94,58
676,179,98,47
682,178,80,60
679,169,81,71
672,173,95,60
666,174,101,59
677,171,96,56
677,174,102,47
682,169,101,48
688,168,93,51
684,173,88,55
686,173,85,56
690,171,81,58
692,170,87,51
689,173,87,51
698,172,74,56
689,171,82,58
687,179,82,52
679,173,85,63
681,169,93,57
682,172,89,57
682,167,83,68
686,164,84,66
688,165,80,67
686,162,79,73
673,172,93,62
672,185,85,58
676,184,90,50
681,177,87,55
680,180,83,57
679,178,83,60
689,176,79,56
693,175,79,53
686,186,73,55
681,179,79,61
682,178,81,59
684,177,81,58
679,180,83,58
672,186,82,60
675,175,88,62
680,170,96,54
678,176,98,48
682,171,90,57
678,172,89,61
687,163,84,66
685,164,95,56
693,153,93,61
689,162,96,53
693,169,94,44
711,158,81,50
710,160,77,53
709,170,65,56
705,172,69,54
692,178,71,59
686,179,79,56
689,175,80,56
684,179,78,59
681,186,75,58
686,185,69,60
683,181,80,56
693,180,77,50
687,184,73,56
688,183,76,53
691,175,76,58
681,179,76,64
677,183,78,62
675,188,82,55
673,184,83,60
664,180,94,62
668,183,94,55
668,190,81,61
665,192,80,63
662,189,89,60
658,185,92,65
651,188,92,69
652,184,97,67
652,186,96,66
649,192,94,65
645,186,98,71
638,185,97,80
637,183,102,78
643,187,92,78
648,184,97,71
654,178,102,66
657,178,100,65
666,170,101,63
669,171,99,61
661,177,97,65
666,182,93,59
671,170,96,63
664,186,94,56
653,194,95,58
652,196,88,64
647,195,87,71
636,206,92,66
636,204,95,65
640,199,86,75
628,206,92,74
621,218,100,61
620,212,105,63
627,208,97,68
624,210,98,68
626,207,105,62
622,209,111,58
630,206,110,54
631,208,107,54
633,203,98,66
647,186,98,69
638,190,102,70
638,196,98,68
643,204,91,62
649,193,91,67
645,188,96,71
631,203,96,70
643,207,89,61
637,207,97,59
642,194,89,75
635,189,92,84
636,192,93,79
635,194,95,76
627,202,98,73
620,212,105,63
621,208,98,73
627,204,88,81
616,213,91,80
608,212,103,77
615,216,105,64
620,210,106,64
624,199,111,66
623,199,107,71
624,198,107,71
616,200,119,65
615,207,116,62
623,201,119,57
626,199,107,68
634,205,98,63
634,197,91,78
627,206,97,70
633,196,99,72
631,202,94,73
635,189,97,79
630,194,103,73
630,187,103,80
626,189,114,71
626,186,119,69
632,178,115,75
627,195,115,63
625,191,116,68
626,194,111,69
630,194,113,63
640,199,101,60
637,204,95,64
640,205,94,61
645,195,90,70
631,207,90,72
633,201,89,77
629,201,97,73
634,198,96,72
631,201,98,70
645,193,97,65
651,193,92,64
647,194,98,61
649,184,103,64
649,182,99,70
644,193,102,61
648,189,101,62
655,188,95,62
665,187,88,60
666,185,86,63
673,176,86,65
670,177,90,63
670,183,87,60
669,179,82,70
668,186,83,63
659,196,80,65
654,199,79,68
652,200,89,59
656,200,83,61
656,200,76,68
653,199,80,68
645,197,82,76
633,200,83,84
628,202,91,79
625,204,90,81
628,201,98,73
631,192,105,72
639,191,99,71
634,198,103,65
641,192,108,59
650,187,99,64
657,180,94,69
657,175,101,67
652,178,99,71
643,184,107,66
658,173,99,70
664,172,99,65
667,172,104,57
664,179,97,60
663,184,97,56
663,180,97,60
662,179,107,52
670,180,101,49
678,173,103,46
695,168,85,52
695,164,80,61
690,163,77,70
682,171,85,62
678,178,82,62
675,188,73,64
652,195,85,68
653,193,91,63
654,185,90,71
650,192,89,69
649,188,96,67
658,182,88,72
661,176,92,71
665,169,95,71
659,176,102,63
663,174,99,64
662,181,102,55
668,173,100,59
678,161,106,55
685,157,96,62
688,158,99,55
689,162,98,51
697,159,91,53
698,157,87,58
701,159,85,55
697,150,81,72
687,153,96,64
677,161,101,61
689,157,91,63
688,162,95,55
697,164,80,59
698,165,83,54
695,168,90,47
705,171,85,39
707,170,78,45
697,176,81,46
698,176,81,45
701,186,66,47
697,182,67,54
698,185,64,53
697,184,60,59
688,186,62,64
680,185,70,65
677,186,81,56
685,184,81,50
686,174,80,60
686,171,84,59
690,171,80,59
688,172,85,55
688,175,82,55
691,163,79,67
686,170,85,59
692,162,78,68
686,174,85,55
689,170,79,62
690,167,83,60
689,171,88,52
694,173,73,60
681,181,78,60
683,181,81,55
686,171,78,65
678,172,78,72
686,171,77,66
680,177,87,56
678,184,90,48
691,178,81,50
690,183,82,45
689,192,73,46
689,184,67,60
683,183,68,66
676,177,75,72
669,181,81,69
664,184,93,59
665,177,84,74
654,190,92,64
644,178,110,68
644,186,105,65
646,184,105,65
645,185,103,67
635,190,110,65
631,198,104,67
631,197,106,66
635,195,104,66
632,192,109,67
639,194,107,60
639,193,102,66
639,183,98,80
640,184,95,81
626,205,99,70
625,191,96,88
633,192,99,76
636,199,86,79
626,204,90,80
619,216,91,74
622,216,86,76
630,204,89,77
621,211,88,80
622,209,93,76
620,206,100,74
616,213,100,71
623,218,93,66
631,219,91,59
632,220,90,58
631,205,98,66
639,207,89,65
643,208,87,62
643,204,89,64
636,206,101,57
633,214,95,58
640,212,92,56
651,201,87,61
662,202,74,62
668,194,81,57
657,200,83,60
654,199,88,59
645,197,87,71
646,191,93,70
650,194,84,72
652,195,80,73
656,203,82,59
650,200,82,68
648,194,92,66
650,197,82,71
643,204,82,71
642,200,84,74
636,201,101,62
643,193,99,65
637,189,99,75
633,194,95,78
627,195,100,78
628,194,92,86
625,192,99,84
611,193,108,88
609,193,115,83
615,193,120,72
618,190,122,70
618,190,118,74
625,186,113,76
636,176,117,71
637,175,126,62
641,178,126,55
655,171,113,61
660,174,107,59
665,175,105,55
671,173,100,56
676,177,88,59
683,173,91,53
678,168,97,57
683,169,95,53
686,171,87,56
687,171,83,59
692,177,78,53
694,178,76,52
687,180,77,56
678,182,82,58
676,183,82,59
678,184,80,58
679,182,84,55
678,185,92,45
683,184,82,51
674,188,86,52
668,188,82,62
670,181,91,58
680,176,89,55
678,171,90,61
682,172,91,55
676,170,90,64
673,175,83,69
648,189,91,72
649,186,93,72
643,193,94,70
640,202,89,69
638,193,94,75
637,196,94,73
620,204,103,73
613,200,112,75
626,202,113,59
628,202,113,57
636,196,100,68
628,208,96,68
627,209,101,63
632,205,97,66
632,205,96,67
630,204,96,70
637,189,99,75
634,186,105,75
629,180,108,83
629,177,116,78
631,174,120,75
643,174,109,74
650,168,107,75
657,170,107,66
652,173,106,69
654,177,112,57
657,185,101,57
658,183,96,63
660,181,93,66
659,187,98,56
666,179,94,61
667,176,99,58
681,174,87,58
677,182,87,54
675,179,90,56
674,181,87,58
675,178,87,60
680,185,76,59
677,192,74,57
677,181,76,66
675,189,77,59
671,197,80,52
664,196,74,66
651,201,89,59
649,204,88,59
644,200,83,73
642,199,91,68
637,193,85,85
633,194,90,83
638,186,102,74
638,178,108,76
636,178,114,72
641,187,111,61
635,194,119,52
647,189,110,54
661,185,104,50
661,185,99,55
667,182,92,59
665,189,84,62
661,191,93,55
668,184,90,58
672,184,84,60
668,186,89,57
675,182,77,66
673,180,85,62
671,185,88,56
671,190,84,55
671,183,88,58
674,181,83,62
678,174,87,61
676,177,86,61
669,173,100,58
674,169,92,65
675,168,97,60
679,163,101,57
686,161,88,65
690,163,83,64
697,164,81,58
694,170,81,55
690,175,82,53
696,171,89,44
703,165,87,45
714,146,84,56
697,146,98,59
687,160,100,53
687,160,98,55
698,151,90,61
698,155,89,58
706,152,96,46
716,149,88,47
724,151,80,45
722,152,87,39
724,153,80,43
730,153,69,48
732,152,76,40
729,156,69,46
723,158,73,46
727,157,71,45
729,152,68,51
726,151,72,51
723,161,67,49
716,161,72,51
716,156,79,49
726,156,72,46
719,159,74,48
715,167,72,46
715,163,76,46
714,166,70,50
703,163,76,58
700,170,80,50
699,160,84,57
694,166,83,57
696,160,86,58
699,159,89,53
710,152,86,52
712,151,80,57
708,155,87,50
710,159,81,50
721,153,69,57
726,152,70,52
730,150,65,55
728,152,65,55
729,154,62,55
729,151,71,49
727,147,72,54
725,151,74,50
734,149,69,48
732,149,64,55
721,153,69,57
723,143,67,67
721,148,75,56
715,155,73,57
726,149,76,49
731,142,79,48
725,144,83,48
728,147,80,45
722,144,79,55
713,148,81,58
708,156,82,54
707,148,98,47
716,147,90,47
719,148,85,48
720,145,76,59
707,158,75,60
707,157,79,57
707,153,76,64
708,156,80,56
705,166,77,52
704,166,85,45
708,161,75,56
700,162,86,52
709,169,69,53
701,170,80,49
704,161,83,52
706,169,75,50
708,165,69,58
694,171,77,58
686,178,80,56
683,188,83,46
692,187,80,41
694,185,71,50
691,185,68,56
695,182,66,57
