SUCEPTIBLE,EXPOSED,RECOVERED,INFECTED
997,2,1,0
998,2,0,0
998,2,0,0
996,3,0,1
995,4,0,1
995,4,1,0
995,3,1,1
992,5,1,2
989,8,2,1
988,10,2,0
987,10,2,1
986,11,2,1
983,13,2,2
978,18,2,2
980,18,0,2
978,19,1,2
976,18,1,5
975,17,3,5
975,16,5,4
974,16,6,4
970,18,6,6
970,19,5,6
967,22,3,8
959,28,6,7
948,33,7,12
940,37,12,11
935,41,15,9
931,47,13,9
926,45,14,15
920,49,16,15
910,57,17,16
904,56,14,26
900,60,18,22
897,61,21,21
891,66,24,19
891,68,22,19
885,64,23,28
878,70,30,22
870,73,30,27
864,77,32,27
860,75,33,32
860,73,33,34
857,77,38,28
859,75,40,26
859,75,39,27
853,80,41,26
855,79,38,28
843,85,44,28
838,94,45,23
831,97,45,27
828,98,47,27
818,106,41,35
815,102,41,42
816,106,46,32
811,107,47,35
807,109,43,41
801,110,54,35
801,120,51,28
796,119,50,35
790,123,56,31
788,127,54,31
784,127,60,29
784,125,56,35
779,129,56,36
771,137,55,37
765,139,55,41
757,149,59,35
756,141,63,40
757,137,65,41
750,141,67,42
745,148,62,45
740,152,64,44
738,152,62,48
726,164,63,47
723,164,69,44
728,163,66,43
725,170,57,48
724,166,66,44
719,170,65,46
709,173,64,54
694,179,66,61
678,190,72,60
671,197,78,54
664,200,86,50
660,199,86,55
659,196,82,63
652,203,82,63
637,213,94,56
636,209,92,63
642,205,93,60
643,201,89,67
645,204,86,65
650,209,87,54
641,217,84,58
632,223,83,62
624,222,82,72
605,232,84,79
592,238,90,80
581,239,101,79
573,238,114,75
573,234,114,79
573,240,120,67
574,236,123,67
580,230,125,65
583,238,117,62
580,240,109,71
571,240,112,77
560,241,111,88
544,252,121,83
547,252,117,84
535,254,125,86
527,264,129,80
528,255,135,82
520,263,139,78
523,263,133,81
527,264,122,87
530,261,121,88
520,265,125,90
524,268,120,88
516,284,130,70
515,287,138,60
528,273,130,69
516,267,130,87
512,273,132,83
514,269,129,88
500,271,130,99
498,272,135,95
485,286,142,87
496,279,141,84
487,295,144,74
503,280,125,92
492,297,124,87
490,301,120,89
484,301,116,99
463,302,131,104
462,302,128,108
448,308,136,108
438,316,135,111
424,318,140,118
393,330,151,126
387,328,152,133
378,342,169,111
380,347,166,107
374,356,171,99
380,360,148,112
366,377,155,102
375,373,143,109
363,373,140,124
346,379,157,118
354,369,169,108
358,358,174,110
376,351,161,112
360,364,174,102
362,378,157,103
360,379,151,110
349,371,159,121
323,391,172,114
332,377,165,126
327,380,164,129
311,389,181,119
305,386,171,138
310,381,176,133
306,380,191,123
309,380,193,118
310,391,187,112
308,385,192,115
304,378,191,127
310,366,190,134
303,384,192,121
307,384,189,120
322,381,187,110
321,384,184,111
319,397,176,108
334,392,173,101
348,384,164,104
327,384,172,117
316,386,169,129
312,382,178,128
307,387,189,117
319,376,184,121
328,374,185,113
341,379,168,112
324,389,176,111
306,382,186,126
297,382,204,117
305,378,188,129
309,375,189,127
304,379,192,125
311,375,186,128
310,367,184,139
297,362,199,142
288,375,213,124
304,364,197,135
305,355,212,128
307,364,207,122
316,351,201,132
317,350,201,132
284,364,216,136
281,369,226,124
298,362,207,133
305,369,201,125
305,365,199,131
318,369,190,123
307,374,187,132
295,381,197,127
295,373,206,126
310,346,199,145
318,354,199,129
333,352,192,123
314,370,195,121
305,375,197,123
294,374,205,127
294,372,204,130
289,377,198,136
299,372,198,131
303,360,196,141
286,378,199,137
284,381,214,121
301,377,208,114
317,375,184,124
309,386,182,123
300,396,178,126
292,398,181,129
285,399,194,122
298,388,195,119
297,392,183,128
291,391,196,122
305,386,177,132
306,389,181,124
306,390,164,140
296,390,180,134
282,394,193,131
277,406,195,122
276,403,197,124
282,409,200,109
287,397,203,113
291,394,187,128
287,400,194,119
280,409,192,119
273,400,187,140
270,396,188,146
276,395,188,141
265,405,201,129
266,409,194,131
267,416,186,131
261,432,185,122
269,428,176,127
254,437,177,132
270,422,175,133
260,418,182,140
259,419,196,126
267,404,198,131
268,406,191,135
266,409,191,134
274,399,191,136
278,413,190,119
281,404,184,131
271,405,191,133
264,406,198,132
255,423,195,127
260,423,197,120
261,426,204,109
266,413,190,131
254,415,184,147
254,407,174,165
240,423,192,145
234,424,213,129
256,402,206,136
255,403,194,148
263,407,190,140
270,389,190,151
261,391,192,156
250,406,193,151
252,406,193,149
257,389,195,159
269,386,197,148
265,387,213,135
256,386,218,140
270,374,217,139
284,375,214,127
282,378,208,132
293,377,193,137
290,379,194,137
283,388,205,124
280,385,201,134
273,383,206,138
273,372,218,137
287,366,209,138
303,358,203,136
301,356,208,135
298,375,218,109
302,375,217,106
319,356,198,127
319,363,192,126
299,375,195,131
303,376,192,129
296,380,187,137
280,387,192,141
281,374,206,139
294,368,203,135
291,371,196,142
294,363,191,152
310,368,179,143
292,366,201,141
294,374,213,119
306,386,208,100
302,384,207,107
314,386,196,104
297,399,183,121
288,406,177,129
289,397,180,134
288,395,191,126
292,398,191,119
298,401,189,112
313,386,181,120
325,386,183,106
342,359,171,128
338,358,183,121
338,349,184,129
324,362,188,126
304,376,208,112
313,371,197,119
300,374,193,133
303,376,186,135
293,383,194,130
288,374,196,142
281,378,189,152
275,389,212,124
271,395,223,111
284,397,218,101
283,399,215,103
290,399,197,114
288,401,194,117
277,402,187,134
280,400,178,142
266,413,180,141
269,418,179,134
267,413,187,133
258,415,179,148
264,412,194,130
269,404,181,146
259,398,194,149
272,384,179,165
265,391,191,153
261,395,207,137
268,402,203,127
263,398,205,134
256,395,210,139
261,386,217,136
273,383,224,120
282,375,211,132
278,379,211,132
279,383,214,124
271,382,222,125
280,384,206,130
280,382,213,125
288,382,204,126
292,377,214,117
295,387,203,115
291,386,207,116
312,389,181,118
303,394,182,121
298,388,183,131
288,384,192,136
299,377,190,134
289,384,197,130
299,382,188,131
306,379,185,130
312,375,181,132
313,375,189,123
315,379,197,109
320,363,199,118
319,373,190,118
327,380,179,114
320,395,172,113
317,386,169,128
311,385,181,123
311,376,178,135
307,378,186,129
304,374,198,124
298,383,192,127
305,379,192,124
318,375,196,111
331,368,171,130
318,375,182,125
305,385,191,119
311,392,187,110
317,375,191,117
325,369,189,117
328,370,179,123
339,371,178,112
346,359,184,111
337,372,171,120
325,374,174,127
322,364,183,131
322,369,188,121
313,373,192,122
307,376,188,129
312,375,183,130
317,378,169,136
310,380,179,131
293,387,185,135
297,396,177,130
289,400,180,131
286,400,178,136
286,404,185,125
296,387,187,130
290,386,200,124
299,385,195,121
311,380,172,137
304,374,183,139
298,371,188,143
296,374,183,147
291,384,184,141
286,374,184,156
289,369,199,143
301,357,217,125
307,352,216,125
306,361,203,130
319,367,194,120
318,367,191,124
313,362,192,133
317,352,190,141
304,366,188,142
298,375,190,137
304,382,193,121
305,391,187,117
306,386,189,119
301,380,190,129
294,384,190,132
314,377,185,124
327,370,183,120
335,363,177,125
328,367,172,133
324,380,177,119
306,390,179,125
328,382,174,116
322,381,174,123
320,389,179,112
308,386,186,120
311,391,171,127
304,388,178,130
301,387,181,131
300,387,178,135
291,397,177,135
273,404,194,129
274,392,208,126
267,385,231,117
280,394,222,104
279,381,223,117
300,368,206,126
314,364,189,133
320,369,189,122
300,383,204,113
303,390,194,113
308,382,188,122
310,383,175,132
289,396,184,131
288,395,190,127
277,410,185,128
281,405,182,132
269,397,192,142
262,410,189,139
262,419,188,131
259,415,191,135
263,406,199,132
281,399,191,129
282,408,191,119
275,411,194,120
276,396,188,140
260,415,190,135
251,420,190,139
256,402,202,140
261,390,197,152
242,398,212,148
239,391,220,150
246,388,229,137
250,392,232,126
250,396,231,123
255,403,226,116
265,399,210,126
278,392,209,121
287,389,215,109
289,387,212,112
297,383,195,125
291,376,204,129
295,365,200,140
297,376,188,139
281,387,198,134
288,388,195,129
291,379,204,126
287,387,193,133
289,395,178,138
282,394,191,133
285,395,190,130
283,388,190,139
277,385,202,136
276,404,199,121
284,403,193,120
286,395,207,112
282,388,211,119
298,386,198,118
298,372,203,127
307,377,200,116
306,388,196,110
304,382,203,111
308,376,208,108
307,379,206,108
313,377,198,112
314,369,196,121
319,368,189,124
313,377,180,130
324,361,177,138
317,377,181,125
324,376,174,126
334,371,173,122
333,375,173,119
343,372,163,122
332,368,178,122
322,373,196,109
321,370,201,108
313,369,204,114
321,364,202,113
336,367,186,111
330,367,182,121
312,375,179,134
295,389,181,135
294,384,187,135
297,385,188,130
302,401,179,118
293,399,179,129
290,387,194,129
310,348,187,155
307,358,181,154
310,365,177,148
303,375,186,136
310,369,187,134
316,359,192,133
310,368,196,126
313,364,192,131
325,354,190,131
325,364,194,117
336,365,180,119
344,363,177,116
351,359,178,112
342,370,169,119
341,374,175,110
326,379,179,116
326,378,177,119
320,378,186,116
315,388,171,126
296,390,187,127
295,391,177,137
294,388,185,133
287,405,196,112
300,396,183,121
294,386,183,137
293,393,193,121
290,394,191,125
294,385,186,135
285,391,190,134
282,394,201,123
283,387,198,132
280,391,203,126
272,395,206,127
270,396,192,142
279,386,190,145
273,402,180,145
254,408,207,131
259,408,203,130
280,387,203,130
289,386,192,133
278,394,198,130
275,387,199,139
272,383,207,138
269,389,209,133
274,386,201,139
264,399,200,137
265,380,213,142
280,374,195,151
271,383,208,138
287,361,214,138
281,358,223,138
295,357,208,140
295,373,203,129
297,371,211,121
301,369,206,124
291,372,216,121
289,377,209,125
309,376,196,119
318,378,196,108
313,367,199,121
303,360,211,126
315,352,217,116
315,359,201,125
321,364,198,117
331,365,191,113
328,373,198,101
312,382,199,107
319,368,189,124
314,368,182,136
308,380,187,125
331,367,178,124
309,379,189,123
310,389,191,110
308,379,189,124
308,373,194,125
310,379,194,117
296,386,188,130
280,387,192,141
264,394,205,137
277,384,191,148
292,377,193,138
290,396,201,113
293,392,189,126
306,394,184,116
305,389,183,123
296,382,196,126
288,387,195,130
298,390,190,122
278,389,197,136
286,381,201,132
295,387,203,115
301,395,190,114
312,379,185,124
308,368,194,130
297,380,204,119
297,381,188,134
313,372,188,127
320,366,199,115
307,369,213,111
314,364,208,114
320,361,202,117
321,363,202,114
322,374,186,118
314,371,181,134
301,369,184,146
299,376,187,138
297,382,191,130
289,385,193,133
296,392,205,107
299,380,201,120
295,390,181,134
294,388,168,150
284,395,200,121
282,386,207,125
299,375,186,140
284,397,192,127
283,397,189,131
282,386,202,130
284,386,215,115
303,365,215,117
303,375,203,119
304,376,199,121
305,364,196,135
295,367,211,127
301,374,212,113
304,374,205,117
303,365,206,126
302,365,203,130
305,378,196,121
312,373,189,126
298,374,196,132
301,382,202,115
311,377,194,118
319,377,193,111
327,374,191,108
328,375,178,119
326,371,192,111
330,367,194,109
321,376,186,117
317,378,186,119
309,375,203,113
319,383,190,108
328,388,169,115
323,386,161,130
309,390,180,121
310,397,153,140
310,397,154,139
279,426,165,130
274,420,156,150
273,418,168,141
291,398,171,140
285,389,177,149
270,394,183,153
268,382,192,158
266,387,205,142
273,386,206,135
287,375,192,146
297,363,201,139
287,381,198,134
281,390,193,136
277,397,205,121
276,388,199,137
269,396,208,127
287,384,190,139
279,387,193,141
275,392,187,146
253,394,208,145
262,385,206,147
271,364,218,147
269,368,226,137
286,372,215,127
284,372,217,127
289,366,212,133
296,368,217,119
300,377,228,95
329,373,191,107
336,362,188,114
361,352,177,110
349,365,179,107
338,379,182,101
327,389,187,97
332,388,172,108
335,387,169,109
326,381,175,118
309,393,181,117
313,392,172,123
306,398,172,124
309,390,186,115
312,386,181,121
316,384,183,117
321,377,180,122
304,386,185,125
298,388,198,116
298,383,193,126
306,369,192,133
287,377,207,129
286,379,199,136
317,367,185,131
315,362,193,130
310,366,197,127
312,366,206,116
310,368,205,117
322,369,198,111
326,374,183,117
323,374,188,115
320,378,180,122
318,379,173,130
316,378,167,139
317,373,175,135
322,375,174,129
312,381,174,133
299,396,174,131
292,402,174,132
301,389,180,130
295,399,190,116
298,394,178,130
300,389,176,135
303,385,181,131
305,390,178,127
297,387,189,127
290,390,196,124
298,393,197,112
303,380,185,132
310,369,186,135
291,386,177,146
296,376,187,141
283,376,205,136
301,378,189,132
296,388,185,131
302,385,185,128
296,391,194,119
305,388,195,112
318,376,186,120
316,381,188,115
328,372,180,120
322,357,188,133
315,368,183,134
300,380,183,137
297,385,184,134
290,392,177,141
294,387,183,136
293,384,190,133
301,380,188,131
302,385,194,119
299,374,191,136
304,365,208,123
316,364,203,117
306,361,202,131
314,358,196,132
304,369,208,119
307,365,199,129
304,372,199,125
311,362,197,130
296,374,201,129
301,369,202,128
312,365,197,126
315,369,202,114
324,367,200,109
331,353,199,117
321,358,198,123
329,356,196,119
348,348,181,123
348,345,186,121
337,343,199,121
341,349,191,119
340,360,192,108
353,362,183,102
350,363,179,108
349,351,167,133
340,351,184,125
341,355,174,130
328,367,172,133
334,370,175,121
329,370,176,125
304,375,188,133
307,385,191,117
310,385,178,127
311,379,180,130
319,371,175,135
305,385,171,139
301,389,182,128
301,385,197,117
303,389,208,100
323,366,196,115
321,371,191,117
317,371,194,118
313,368,196,123
303,381,201,115
294,393,191,122
290,397,195,118
284,384,205,127
291,384,200,125
302,391,187,120
310,384,184,122
308,393,169,130
302,381,175,142
300,386,166,148
288,399,176,137
301,389,173,137
286,393,194,127
279,399,197,125
270,402,203,125
269,398,208,125
277,387,197,139
283,379,201,137
283,381,203,133
284,382,197,137
283,379,208,130
295,370,219,116
294,369,213,124
282,367,226,125
304,370,208,118
306,383,198,113
312,381,190,117
305,381,191,123
305,380,197,118
308,372,198,122
313,380,197,110
311,386,194,109
321,388,185,106
324,387,183,106
326,386,173,115
319,392,174,115
314,389,170,127
319,378,172,131
297,387,191,125
297,395,192,116
287,389,187,137
274,395,203,128
286,382,193,139
271,387,205,137
276,383,215,126
288,376,205,131
284,382,212,122
285,400,200,115
290,394,205,111
303,389,190,118
301,396,179,124
310,388,181,121
300,393,180,127
308,391,176,125
302,386,178,134
299,398,177,126
297,384,180,139
280,395,193,132
282,402,185,131
281,402,184,133
280,394,180,146
279,384,181,156
272,388,195,145
264,394,199,143
267,398,189,146
268,394,194,144
274,383,198,145
265,391,202,142
276,382,205,137
292,378,200,130
311,371,191,127
298,376,199,127
295,376,201,128
307,369,200,124
304,374,206,116
309,368,200,123
324,379,184,113
315,380,187,118
312,373,189,126
316,376,191,117
302,383,182,133
284,399,185,132
285,401,180,134
273,400,190,137
280,391,193,136
278,394,195,133
275,397,202,126
280,394,213,113
292,386,210,112
299,372,206,123
299,368,204,129
302,371,199,128
303,375,189,133
304,383,180,133
284,393,198,125
292,385,192,131
294,391,185,130
283,408,193,116
283,393,192,132
273,402,194,131
279,395,197,129
294,391,187,128
302,391,180,127
294,394,182,130
300,383,185,132
292,387,185,136
286,384,186,144
295,370,195,140
281,375,205,139
289,368,196,147
287,375,199,139
283,383,203,131
291,380,201,128
282,368,208,142
283,369,207,141
287,365,204,144
277,374,224,125
293,376,202,129
285,381,202,132
298,375,198,129
298,380,193,129
301,366,200,133
298,372,212,118
292,377,204,127
293,373,209,125
303,367,205,125
316,357,201,126
327,362,189,122
319,373,186,122
321,378,185,116
306,385,209,100
322,387,191,100
338,378,185,99
341,377,177,105
348,382,164,106
338,378,165,119
330,377,170,123
308,391,162,139
306,390,174,130
301,393,174,132
298,402,154,146
296,395,162,147
296,385,169,150
291,398,182,129
309,393,178,120
308,397,176,119
314,392,177,117
311,393,177,119
305,389,187,119
310,380,180,130
301,391,182,126
294,382,185,139
287,390,198,125
293,394,197,116
305,391,189,115
322,380,177,121
307,373,179,141
296,378,186,140
292,360,185,163
282,372,198,148
284,378,203,135
279,391,212,118
290,381,202,127
286,393,187,134
285,394,189,132
301,379,179,141
288,387,186,139
289,403,181,127
299,396,171,134
301,394,159,146
284,397,181,138
275,396,185,144
