SUCEPTIBLE,EXPOSED,RECOVERED,INFECTED
998,1,1,0
999,1,0,0
999,1,0,0
998,1,0,1
997,2,0,1
997,2,1,0
997,1,1,1
996,1,1,2
992,5,2,1
991,6,2,1
990,7,2,1
990,7,2,1
989,7,2,2
988,9,1,2
989,9,0,2
986,12,2,0
986,12,2,0
986,9,2,3
985,9,4,2
986,9,5,0
987,8,4,1
988,8,3,1
987,9,2,2
986,9,2,3
983,9,2,6
976,14,5,5
977,14,5,4
973,19,4,4
971,20,3,6
967,25,1,7
960,28,2,10
952,29,4,15
944,34,9,13
936,41,11,12
934,45,10,11
928,51,10,11
927,49,13,11
925,49,11,15
919,54,15,12
922,50,12,16
917,48,9,26
906,54,18,22
900,57,23,20
897,50,26,27
892,56,27,25
888,59,26,27
884,57,33,26
888,54,32,26
887,56,32,25
891,54,34,21
892,55,36,17
896,54,33,17
898,54,33,15
898,54,30,18
897,53,28,22
893,59,29,19
895,54,32,19
891,56,33,20
893,57,33,17
890,64,33,13
890,66,33,11
889,62,34,15
893,58,32,17
894,53,33,20
895,55,31,19
895,54,31,20
887,61,32,20
878,67,32,23
875,65,30,30
875,61,33,31
866,73,36,25
864,73,36,27
861,76,43,20
862,75,44,19
863,70,47,20
864,75,41,20
864,74,41,21
873,75,33,19
866,82,32,20
865,86,28,21
865,83,24,28
860,89,27,24
860,87,35,18
858,88,35,19
858,88,37,17
857,90,33,20
849,94,37,20
850,90,34,26
840,98,37,25
837,105,29,29
826,104,30,40
823,105,34,38
813,111,43,33
810,110,44,36
805,114,51,30
800,114,59,27
802,113,62,23
804,112,54,30
803,113,56,28
797,112,53,38
797,112,58,33
793,117,59,31
794,118,57,31
796,117,50,37
801,117,50,32
802,114,52,32
802,117,48,33
800,116,48,36
795,117,49,39
793,113,56,38
791,115,50,44
789,113,63,35
794,113,63,30
802,109,58,31
794,116,58,32
791,116,58,35
784,124,57,35
786,125,53,36
787,123,53,37
781,127,48,44
779,130,58,33
776,126,58,40
776,129,62,33
775,132,66,27
774,131,65,30
771,126,70,33
775,126,64,35
775,126,54,45
776,127,50,47
774,129,46,51
768,132,58,42
765,128,58,49
767,127,60,46
767,123,58,52
751,135,65,49
753,141,63,43
761,141,53,45
758,141,58,43
760,139,53,48
746,150,62,42
736,149,72,43
728,155,74,43
732,155,73,40
718,161,73,48
711,169,81,39
716,161,77,46
720,165,73,42
714,168,72,46
714,170,68,48
718,165,68,49
711,162,73,54
713,162,75,50
703,168,76,53
700,166,84,50
705,163,82,50
712,163,70,55
714,163,68,55
713,166,60,61
700,167,70,63
695,167,80,58
682,172,91,55
678,167,100,55
686,161,95,58
679,172,89,60
681,175,79,65
673,181,79,67
653,207,77,63
652,207,75,66
656,198,80,66
646,206,86,62
650,209,76,65
645,218,79,58
636,214,84,66
624,213,100,63
626,213,99,62
617,218,102,63
623,206,103,68
618,208,116,58
618,211,106,65
621,203,100,76
615,208,102,75
598,216,107,79
605,219,98,78
601,229,101,69
591,243,99,67
590,235,99,76
588,240,108,64
576,236,113,75
571,240,120,69
576,235,121,68
581,236,110,73
581,235,115,69
577,247,101,75
557,251,113,79
547,247,124,82
540,249,129,82
544,251,115,90
539,253,117,91
527,270,114,89
518,264,119,99
505,275,123,97
500,280,118,102
499,277,123,101
491,278,133,98
475,281,142,102
473,286,148,93
475,286,149,90
484,279,144,93
484,279,141,96
478,278,139,105
476,273,137,114
473,271,161,95
486,271,150,93
484,276,154,86
496,272,143,89
481,282,148,89
469,288,147,96
473,283,150,94
466,291,147,96
464,289,147,100
455,298,155,92
451,304,153,92
454,301,152,93
461,291,151,97
463,295,158,84
471,288,153,88
477,288,133,102
475,286,139,100
477,294,137,92
472,289,150,89
472,291,150,87
476,297,148,79
480,291,137,92
484,294,138,84
484,294,129,93
475,284,132,109
473,287,145,95
470,282,143,105
478,283,134,105
487,277,138,98
492,270,138,100
493,268,148,91
495,278,140,87
499,276,132,93
504,275,139,82
487,287,140,86
481,287,143,89
467,288,134,111
456,292,144,108
459,290,141,110
462,297,144,97
457,307,152,84
458,302,143,97
455,305,137,103
423,311,149,117
425,304,163,108
431,303,166,100
433,301,160,106
413,317,162,108
399,312,173,116
398,304,194,104
403,299,200,98
412,287,190,111
411,287,185,117
416,283,176,125
421,287,173,119
444,288,177,91
449,297,174,80
458,297,160,85
464,305,143,88
465,300,147,88
465,304,148,83
475,282,146,97
487,277,151,85
495,272,142,91
481,270,150,99
467,293,143,97
465,297,131,107
451,307,147,95
