SUCEPTIBLE,EXPOSED,RECOVERED,INFECTED
998,1,1,0
999,1,0,0
999,1,0,0
997,2,0,1
996,3,0,1
996,3,1,0
996,2,1,1
995,2,1,2
993,4,2,1
991,6,2,1
989,8,2,1
988,9,2,1
985,11,2,2
983,13,1,3
984,13,0,3
980,17,2,1
980,16,3,1
979,13,4,4
977,13,6,4
978,13,8,1
979,13,8,0
980,13,6,1
981,12,5,2
979,15,5,1
976,14,5,5
969,20,6,5
967,20,5,8
965,21,6,8
963,20,5,12
961,24,4,11
951,33,7,9
951,30,7,12
946,36,6,12
940,39,10,11
936,43,10,11
935,45,12,8
927,46,13,14
926,48,16,10
925,50,16,9
923,48,17,12
924,46,15,15
924,44,19,13
925,39,21,15
923,37,25,15
922,43,22,13
920,44,27,9
917,42,25,16
920,42,24,14
922,41,21,16
911,53,26,10
909,56,23,12
910,53,18,19
907,58,20,15
907,58,22,13
901,61,21,17
900,61,20,19
892,67,26,15
894,65,23,18
885,67,27,21
885,69,25,21
880,72,31,17
877,70,28,25
869,78,29,24
865,73,33,29
867,71,35,27
872,70,34,24
870,75,35,20
868,78,33,21
863,80,35,22
853,88,34,25
850,89,36,25
846,90,36,28
843,90,37,30
841,92,41,26
838,88,46,28
832,91,44,33
835,90,42,33
841,84,42,33
843,83,51,23
843,88,48,21
840,90,46,24
837,92,44,27
839,89,44,28
838,88,38,36
831,102,41,26
841,94,36,29
836,98,35,31
821,113,36,30
810,122,38,30
811,118,39,32
803,123,43,31
795,129,48,28
793,128,49,30
787,126,53,34
786,129,50,35
782,134,53,31
785,135,46,34
785,133,46,36
785,134,47,34
781,133,48,38
781,132,47,40
774,141,44,41
769,138,45,48
765,135,57,43
769,137,59,35
781,131,50,38
785,123,46,46
769,132,66,33
764,141,57,38
760,143,52,45
758,146,49,47
753,154,49,44
748,153,65,34
749,153,68,30
754,138,62,46
744,146,61,49
747,151,60,42
745,147,54,54
747,143,59,51
741,157,55,47
732,157,53,58
724,163,57,56
712,166,59,63
701,172,72,55
697,175,69,59
690,170,79,61
692,166,81,61
693,161,82,64
690,172,77,61
686,172,88,54
681,171,94,54
680,170,98,52
693,157,97,53
704,154,89,53
709,160,81,50
712,163,83,42
699,168,84,49
697,172,82,49
694,169,85,52
692,172,84,52
692,175,83,50
692,177,81,50
691,185,76,48
681,185,82,52
685,186,81,48
679,181,84,56
669,182,87,62
653,184,86,77
642,192,95,71
625,202,107,66
621,213,104,62
620,211,108,61
624,213,109,54
620,211,111,58
619,208,115,58
611,216,121,52
617,214,114,55
608,223,109,60
593,225,104,78
583,234,103,80
582,246,109,63
585,247,110,58
586,236,120,58
594,237,110,59
599,236,99,66
589,235,107,69
594,235,104,67
585,236,101,78
574,245,99,82
567,249,102,82
561,262,89,88
558,263,102,77
539,277,105,79
533,281,108,78
522,280,101,97
526,278,110,86
518,276,119,87
520,269,122,89
513,275,119,93
497,290,127,86
500,287,129,84
501,285,134,80
478,303,131,88
475,299,130,96
484,287,128,101
488,284,135,93
491,282,135,92
476,291,137,96
470,292,138,100
467,294,142,97
462,304,137,97
460,306,134,100
452,306,150,92
438,313,170,79
441,316,170,73
449,304,158,89
460,303,159,78
465,310,150,75
466,302,146,86
467,300,146,87
472,296,137,95
467,303,142,88
464,306,141,89
462,305,153,80
468,312,138,82
463,305,146,86
449,323,148,80
462,310,139,89
461,310,138,91
457,312,126,105
444,315,126,115
428,317,132,123
404,327,155,114
412,319,153,116
411,329,153,107
413,329,158,100
412,321,161,106
403,325,169,103
397,327,157,119
396,323,165,116
389,328,174,109
397,325,169,109
398,326,166,110
381,337,171,111
368,341,190,101
373,338,186,103
376,337,167,120
376,346,162,116
372,328,167,133
354,326,178,142
346,321,195,138
354,328,196,122
350,335,205,110
354,344,185,117
348,354,181,117
363,353,165,119
371,356,146,127
367,353,158,122
371,342,168,119
366,341,178,115
367,344,179,110
358,347,180,115
367,333,185,115
373,323,178,126
357,336,184,123
358,338,181,123
354,341,181,124
352,338,185,125
345,331,190,134
348,333,190,129
356,334,171,139
343,340,186,131
346,344,186,124
337,346,192,125
333,349,193,125
335,347,194,124
346,344,203,107
358,339,196,107
361,354,183,102
363,348,173,116
356,354,174,116
356,358,181,105
356,358,172,114
350,372,165,113
342,372,166,120
340,372,168,120
342,374,178,106
350,370,171,109
353,360,163,124
350,359,166,125
336,372,169,123
341,356,170,133
324,361,185,130
331,361,180,128
332,364,177,127
323,373,172,132
324,376,163,137
319,368,189,124
321,371,186,122
