SUCEPTIBLE,EXPOSED,RECOVERED,INFECTED
997,2,1,0
998,2,0,0
998,2,0,0
996,3,0,1
995,4,0,1
995,4,1,0
995,3,1,1
993,4,1,2
992,5,2,1
989,9,2,0
989,9,2,0
988,9,2,1
984,12,2,2
981,16,2,1
983,16,0,1
983,14,1,2
983,13,2,2
983,12,3,2
979,15,4,2
975,18,6,1
973,19,7,1
975,18,5,2
971,22,3,4
969,24,5,2
965,26,4,5
961,29,8,2
961,30,6,3
958,32,6,4
956,33,5,6
946,38,5,11
939,43,6,12
932,44,8,16
930,44,12,14
927,44,15,14
926,46,16,12
927,42,11,20
919,45,13,23
913,52,17,18
907,59,12,22
901,57,16,26
889,60,20,31
885,64,27,24
886,65,27,22
887,64,23,26
882,73,23,22
879,74,26,21
865,82,26,27
860,86,26,28
857,83,34,26
850,86,34,30
848,86,32,34
836,87,41,36
831,93,45,31
834,91,44,31
834,98,39,29
830,101,38,31
823,110,38,29
811,118,40,31
805,120,41,34
801,121,47,31
796,121,47,36
795,122,42,41
792,119,46,43
781,120,53,46
790,119,51,40
786,121,54,39
778,128,60,34
775,133,62,30
778,130,62,30
777,132,60,31
778,128,59,35
767,139,58,36
773,140,50,37
771,141,49,39
761,144,53,42
763,146,50,41
750,154,56,40
741,161,52,46
741,162,53,44
741,155,62,42
738,149,64,49
734,149,79,38
740,143,72,45
734,148,73,45
729,146,68,57
729,144,72,55
733,148,73,46
728,152,78,42
722,151,80,47
708,164,82,46
708,169,77,46
708,165,70,57
703,174,68,55
700,170,70,60
694,176,70,60
692,180,64,64
683,189,69,59
687,181,72,60
685,185,69,61
683,173,73,71
691,175,70,64
678,181,80,61
674,192,72,62
676,188,79,57
672,192,85,51
681,184,81,54
680,187,84,49
675,183,88,54
678,186,78,58
659,199,81,61
652,202,80,66
647,201,88,64
640,203,93,64
639,203,104,54
639,203,102,56
651,196,94,59
648,201,90,61
654,197,84,65
651,200,79,70
630,212,89,69
625,206,91,78
612,221,91,76
605,223,101,71
603,221,102,74
598,229,101,72
588,235,105,72
583,238,100,79
582,237,101,80
580,231,104,85
560,241,112,87
558,239,106,97
544,241,116,99
531,248,138,83
534,252,140,74
535,244,141,80
544,247,123,86
537,253,123,87
535,258,115,92
521,258,130,91
515,261,129,95
524,261,126,89
509,272,142,77
512,272,136,80
501,282,130,87
496,279,132,93
501,280,126,93
492,288,128,92
485,288,128,99
473,285,140,102
483,271,139,107
467,280,143,110
465,283,147,105
455,300,152,93
459,288,153,100
453,297,147,103
449,308,153,90
456,294,148,102
453,301,142,104
455,298,137,110
448,308,154,90
433,326,150,91
440,307,162,91
442,307,162,89
436,306,170,88
451,291,153,105
448,299,156,97
442,309,154,95
440,314,141,105
432,309,151,108
420,305,158,117
409,313,158,120
400,326,159,115
403,331,167,99
402,331,169,98
405,335,159,101
401,337,161,101
391,347,158,104
406,335,156,103
409,330,163,98
422,328,159,91
423,334,148,95
412,335,146,107
400,351,141,108
393,341,145,121
389,345,161,105
374,359,165,102
366,366,164,104
371,349,167,113
355,367,167,111
351,361,167,121
354,350,172,124
338,336,190,136
337,343,199,121
358,334,185,123
349,336,193,122
349,345,196,110
354,344,194,108
357,350,187,106
347,366,184,103
348,360,175,117
330,369,179,122
341,361,183,115
338,359,195,108
350,348,192,110
352,348,193,107
336,345,197,122
332,352,196,120
332,352,194,122
328,370,191,111
345,366,180,109
355,362,176,107
355,357,170,118
356,361,174,109
351,365,182,102
359,364,172,105
364,370,165,101
357,378,154,111
349,376,155,120
342,379,158,121
339,374,166,121
327,371,186,116
323,377,184,116
326,370,193,111
333,348,187,132
349,341,177,133
348,344,191,117
335,352,192,121
323,367,180,130
333,368,166,133
325,375,165,135
319,382,179,120
322,377,171,130
314,381,174,131
313,382,178,127
314,379,188,119
317,383,186,114
317,379,195,109
318,384,190,108
331,367,170,132
326,368,178,128
321,372,172,135
320,367,180,133
318,368,186,128
326,365,174,135
335,349,174,142
327,366,167,140
315,383,171,131
317,388,168,127
311,383,178,128
305,384,182,129
315,383,187,115
329,368,180,123
319,369,183,129
321,382,178,119
314,394,178,114
318,396,179,107
328,384,177,111
308,389,187,116
311,391,181,117
306,402,172,120
304,393,187,116
316,381,178,125
314,380,182,124
312,369,179,140
306,374,184,136
308,373,194,125
312,374,191,123
303,383,185,129
294,384,186,136
297,368,197,138
303,361,198,138
292,365,210,133
304,356,216,124
307,366,229,98
320,354,218,108
330,350,201,119
331,346,190,133
316,357,189,138
304,354,215,127
307,346,215,132
310,336,213,141
318,331,207,144
319,329,219,133
312,343,231,114
330,352,210,108
343,353,204,100
350,347,192,111
339,355,187,119
345,356,188,111
351,345,183,121
355,339,168,138
330,358,181,131
326,359,188,127
327,364,172,137
326,376,162,136
320,373,171,136
307,379,177,137
313,379,185,123
309,371,185,135
308,374,192,126
316,355,185,144
317,359,186,138
311,368,187,134
313,369,173,145
293,371,201,135
287,381,192,140
302,377,192,129
306,385,187,122
325,381,181,113
317,389,165,129
300,390,165,145
281,392,192,135
285,394,181,140
298,390,174,138
290,391,179,140
283,395,178,144
275,390,180,155
283,391,189,137
284,389,192,135
273,392,204,131
277,382,204,137
266,390,209,135
285,365,213,137
287,365,231,117
308,349,219,124
323,336,214,127
334,339,204,123
328,349,194,129
330,349,195,126
326,370,171,133
325,381,166,128
312,392,168,128
296,393,182,129
296,387,200,117
294,378,184,144
289,384,186,141
286,382,187,145
269,392,203,136
285,378,206,131
285,380,203,132
291,368,214,127
323,352,198,127
329,350,197,124
332,354,199,115
334,353,191,122
335,360,189,116
336,360,181,123
340,366,183,111
347,365,178,110
353,364,161,122
344,359,167,130
327,367,174,132
323,364,183,130
312,364,195,129
324,354,191,131
324,354,201,121
325,356,194,125
327,370,188,115
322,373,187,118
332,365,188,115
335,368,194,103
351,354,187,108
332,364,188,116
323,376,188,113
338,374,182,106
332,376,168,124
320,379,169,132
312,386,180,122
327,382,178,113
328,377,182,113
329,372,182,117
322,377,180,121
333,374,161,132
308,400,164,128
300,393,176,131
305,392,172,131
312,377,169,142
301,386,186,127
304,379,193,124
314,377,185,124
305,385,186,124
318,377,180,125
320,376,167,137
317,378,184,121
323,375,205,97
328,364,199,109
344,356,195,105
351,338,193,118
356,346,184,114
338,357,195,110
337,366,171,126
339,365,177,119
335,361,181,123
342,362,176,120
352,363,164,121
350,365,163,122
338,368,160,134
333,373,170,124
331,383,170,116
328,387,164,121
321,386,164,129
299,385,184,132
297,384,200,119
302,384,201,113
294,371,197,138
302,360,185,153
302,360,188,150
303,368,191,138
303,376,190,131
307,372,188,133
319,371,188,122
321,365,196,118
330,367,187,116
327,383,180,110
327,383,176,114
315,393,177,115
317,387,177,119
320,379,173,128
300,390,186,124
307,400,186,107
299,400,179,122
294,400,187,119
292,402,185,121
307,388,176,129
299,393,186,122
312,380,187,121
295,402,179,124
286,401,186,127
287,394,193,126
274,410,192,124
286,404,185,125
279,396,195,130
275,391,195,139
266,397,193,144
270,406,184,140
272,402,187,139
280,402,190,128
287,397,186,130
281,400,181,138
271,402,187,140
276,385,193,146
274,382,209,135
279,370,207,144
285,359,226,130
287,368,228,117
307,357,205,131
306,362,196,136
309,361,206,124
332,353,197,118
353,351,183,113
357,359,176,108
354,365,179,102
349,371,179,101
331,376,187,106
326,380,193,101
333,371,201,95
333,361,188,118
332,356,188,124
323,363,198,116
333,362,188,117
327,362,200,111
339,355,189,117
327,366,192,115
330,363,184,123
330,360,174,136
306,382,182,130
297,387,181,135
303,378,186,133
303,390,195,112
302,394,199,105
318,388,191,103
337,374,180,109
330,370,187,113
323,388,179,110
330,366,176,128
324,366,178,132
333,357,179,131
322,373,183,122
322,370,189,119
318,376,183,123
312,373,175,140
321,372,178,129
318,372,180,130
317,362,189,132
309,357,194,140
299,366,211,124
307,363,217,113
324,354,210,112
326,359,206,109
327,372,190,111
327,365,198,110
339,363,196,102
346,355,178,121
338,357,190,115
336,356,204,104
336,360,202,102
350,355,183,112
337,357,194,112
336,360,182,122
330,357,199,114
338,361,195,106
354,353,181,112
355,350,183,112
356,338,181,125
347,353,191,109
335,353,180,132
326,363,179,132
326,377,171,126
317,382,169,132
307,381,182,130
310,375,187,128
299,380,186,135
318,371,182,129
314,379,189,118
321,373,182,124
323,374,186,117
321,371,187,121
321,370,179,130
314,376,174,136
308,373,188,131
315,361,188,136
307,361,199,133
309,350,205,136
315,343,204,138
305,355,206,134
319,348,201,132
324,346,199,131
342,346,201,111
350,340,195,115
355,344,190,111
366,336,183,115
362,337,185,116
364,332,178,126
362,340,166,132
351,349,187,113
352,338,186,124
360,337,183,120
363,343,186,108
366,344,174,116
356,352,169,123
344,363,184,109
352,370,180,98
356,373,163,108
363,382,150,105
365,374,162,99
361,376,159,104
351,371,165,113
333,369,181,117
340,369,176,115
342,382,164,112
335,370,172,123
341,386,165,108
333,386,171,110
333,389,162,116
326,400,160,114
324,393,166,117
321,382,175,122
309,388,178,125
315,384,184,117
316,388,175,121
300,400,189,111
318,391,173,118
322,375,167,136
327,367,169,137
309,368,184,139
302,373,191,134
296,379,200,125
292,365,202,141
300,366,200,134
294,381,192,133
302,379,201,118
319,367,194,120
330,372,187,111
341,367,176,116
323,367,190,120
330,369,193,108
330,364,197,109
323,360,211,106
327,366,204,103
346,357,191,106
340,350,199,111
346,353,196,105
336,362,198,104
346,367,181,106
349,380,168,103
342,364,170,124
343,346,183,128
349,345,188,118
329,363,206,102
340,360,192,108
348,365,185,102
353,364,174,109
342,366,178,114
342,359,175,124
348,358,180,114
343,355,177,125
335,354,175,136
330,349,184,137
340,345,186,129
331,357,189,123
328,352,196,124
329,354,207,110
348,348,178,126
338,353,180,129
342,342,180,136
328,347,197,128
328,348,194,130
335,350,191,124
350,344,188,118
335,357,191,117
336,362,178,124
320,368,200,112
318,372,192,118
333,365,201,101
350,368,185,97
352,375,169,104
335,387,174,104
335,389,176,100
334,393,173,100
342,368,179,111
349,367,183,101
356,357,168,119
346,367,171,116
342,368,173,117
331,369,180,120
332,368,193,107
330,370,191,109
320,371,187,122
325,374,184,117
323,370,176,131
346,365,176,113
348,367,181,104
345,373,177,105
359,370,165,106
355,362,160,123
354,363,160,123
340,360,162,138
328,366,177,129
324,360,188,128
329,367,190,114
341,362,179,118
346,357,178,119
355,349,169,127
352,351,174,123
347,359,172,122
343,359,180,118
331,358,188,123
328,356,197,119
327,354,196,123
324,361,206,109
336,360,190,114
340,372,171,117
352,385,153,110
344,384,166,106
341,380,164,115
321,392,166,121
325,390,162,123
329,380,180,111
330,385,178,107
333,376,163,128
329,384,165,122
323,392,166,119
312,394,168,126
317,388,180,115
327,391,171,111
345,388,159,108
352,390,151,107
353,388,143,116
330,398,141,131
317,404,152,127
307,398,165,130
294,396,182,128
305,384,173,138
293,386,192,129
301,388,182,129
294,386,193,127
300,380,185,135
299,376,192,133
303,379,193,125
302,390,187,121
309,387,185,119
316,373,188,123
314,374,187,125
318,373,176,133
324,366,179,131
328,367,178,127
313,376,190,121
300,383,190,127
298,379,191,132
306,373,203,118
306,367,202,125
306,360,206,128
320,353,192,135
314,358,193,135
305,370,195,130
316,352,191,141
309,367,198,126
309,365,200,126
320,356,194,130
308,369,195,128
312,356,196,136
331,359,191,119
329,358,187,126
327,363,192,118
327,357,202,114
336,342,206,116
352,336,186,126
347,337,192,124
338,349,200,113
335,354,187,124
338,356,188,118
331,369,186,114
322,372,179,127
323,373,181,123
319,375,177,129
322,367,182,129
329,366,178,127
314,368,185,133
319,371,182,128
309,378,185,128
317,373,177,133
312,381,174,133
313,380,182,125
314,378,196,112
316,380,190,114
309,376,199,116
315,380,196,109
300,386,203,111
309,379,197,115
297,383,201,119
305,380,196,119
319,381,179,121
316,382,176,126
316,380,178,126
296,378,196,130
288,388,199,125
297,380,206,117
304,376,206,114
303,379,206,112
315,363,206,116
315,362,200,123
316,375,193,116
329,371,181,119
325,375,179,121
334,368,176,122
320,376,188,116
323,359,201,117
329,362,190,119
340,365,180,115
349,367,170,114
341,386,156,117
340,385,163,112
339,384,155,122
314,399,168,119
324,393,163,120
319,402,158,121
317,403,168,112
315,386,173,126
315,391,174,120
307,390,173,130
285,409,177,129
281,404,186,129
279,396,198,127
287,405,182,126
292,377,187,144
290,377,196,137
292,378,210,120
299,370,203,128
302,371,197,130
312,373,190,125
315,366,201,118
314,369,200,117
319,372,189,120
318,375,180,127
329,381,162,128
326,390,172,112
331,388,172,109
337,379,183,101
341,374,177,108
349,372,172,107
350,378,161,111
331,392,161,116
341,377,152,130
320,389,173,118
320,398,173,109
321,395,159,125
307,400,166,127
306,382,181,131
288,394,179,139
283,385,193,139
297,369,188,146
271,370,213,146
284,361,203,152
280,364,211,145
290,363,200,147
302,354,211,133
304,371,211,114
313,368,203,116
312,375,197,116
310,377,195,118
319,373,187,121
319,364,192,125
315,362,193,130
324,354,191,131
334,347,194,125
336,350,190,124
323,364,202,111
341,357,202,100
348,356,183,113
352,364,172,112
352,355,184,109
346,361,188,105
342,373,189,96
343,359,186,112
337,361,179,123
324,361,192,123
319,357,202,122
323,354,195,128
320,353,202,125
320,357,202,121
315,360,203,122
310,364,204,122
303,362,207,128
312,363,201,124
315,361,204,120
332,358,208,102
349,352,203,96
364,349,198,89
371,349,183,97
375,347,171,107
363,352,163,122
358,358,170,114
352,365,170,113
353,360,168,119
346,356,182,116
341,368,184,107
340,369,183,108
348,365,183,104
357,361,173,109
350,358,182,110
344,352,175,129
339,358,180,123
341,353,184,122
353,349,174,124
354,356,180,110
355,358,172,115
337,376,178,109
334,374,171,121
329,382,180,109
329,373,180,118
329,376,177,118
319,380,168,133
319,377,194,110
312,378,201,109
324,380,187,109
324,358,189,129
320,364,183,133
306,375,196,123
300,378,197,125
302,377,197,124
304,392,184,120
305,394,190,111
317,393,178,112
319,382,178,121
325,369,170,136
323,373,162,142
298,385,171,146
300,392,169,139
300,388,177,135
293,403,172,132
289,400,174,137
280,404,195,121
286,391,196,127
282,393,203,122
293,380,193,134
289,376,191,144
306,371,187,136
310,364,193,133
314,373,189,124
300,383,193,124
308,373,202,117
314,383,190,113
326,384,185,105
334,380,182,104
337,376,179,108
345,367,168,120
344,374,174,108
343,379,168,110
342,377,162,119
331,387,167,115
328,389,168,115
333,373,167,127
323,396,163,118
319,396,154,131
305,392,169,134
295,393,173,139
295,397,179,129
298,388,186,128
301,374,179,146
304,365,185,146
277,389,210,124
288,380,216,116
293,377,219,111
305,375,203,117
313,361,195,131
318,355,196,131
316,358,198,128
310,361,199,130
314,368,181,137
302,374,199,125
303,368,197,132
304,373,181,142
299,373,188,140
306,367,198,129
302,366,195,137
285,374,202,139
301,370,204,125
300,373,206,121
298,376,193,133
299,373,190,138
291,374,199,136
288,369,218,125
288,361,210,141
282,375,213,130
286,381,203,130
293,389,187,131
288,390,194,128
286,389,203,122
294,388,197,121
304,381,190,125
301,372,196,131
291,371,204,134
299,373,195,133
306,368,200,126
313,371,192,124
312,379,191,118
308,373,195,124
306,372,197,125
315,380,187,118
311,379,188,122
319,373,189,119
325,369,186,120
325,378,177,120
335,383,164,118
339,380,170,111
327,378,174,121
324,378,178,120
321,385,179,115
315,382,183,120
304,382,192,122
310,378,191,121
319,377,187,117
324,379,182,115
315,387,176,122
313,390,184,113
323,376,174,127
317,374,181,128
302,381,189,128
315,358,188,139
318,364,187,131
330,367,185,118
332,370,170,128
319,375,186,120
322,376,195,107
321,382,183,114
330,384,178,108
317,395,177,111
313,397,171,119
305,386,187,122
303,391,183,123
307,396,183,114
323,384,173,120
295,395,184,126
307,388,172,133
302,388,176,134
312,383,182,123
310,388,182,120
301,387,186,126
303,389,181,127
308,372,178,142
312,363,194,131
319,362,176,143
322,350,182,146
328,348,179,145
321,360,187,132
310,371,190,129
309,374,187,130
300,378,195,127
306,371,194,129
304,360,198,138
317,358,203,122
